10001,fall,2004,MB602,68
10001,spring,2003,MB601,75
10001,winter,2004,MB608,79
10001,summer,2003,MB605,89
10001,spring,2003,MB604,74
10001,winter,2004,MB603,68
10001,fall,2003,MB606,88
10001,summer,2004,MB607,78
10002,summer,2003,MB601,75
10002,fall,2004,MB605,70
10002,spring,2004,MB604,91
10002,summer,2003,MB607,88
10002,fall,2003,MB606,89
10002,winter,2003,MB603,86
10002,winter,2004,MB602,84
10002,spring,2004,MB608,79
10003,winter,2000,MB603,90
10003,summer,1999,MB602,84
10003,summer,2000,MB608,76
10003,fall,1999,MB601,80
10003,spring,2000,MB606,79
10003,winter,1999,MB604,73
10003,spring,2000,MB607,77
10003,fall,2000,MB605,68
10004,summer,2005,MB604,80
10004,spring,2005,MB607,73
10004,summer,2005,MB605,91
10004,spring,2005,MB601,71
10004,winter,2006,MB606,88
10004,winter,2005,MB603,86
10004,fall,2005,MB602,78
10004,fall,2006,MB608,72
10005,winter,2000,MB601,76
10005,summer,2000,MB605,87
10005,spring,1999,MB607,71
10005,spring,1999,MB606,86
10005,fall,2000,MB603,83
10005,summer,1999,MB602,72
10005,winter,1999,MB608,80
10005,fall,2000,MB604,88
10006,summer,2002,MB601,68
10006,fall,2002,MB604,85
10006,fall,2001,MB606,73
10006,spring,2002,MB605,84
10006,summer,2002,MB602,79
10006,winter,2002,MB608,69
10006,spring,2001,MB607,76
10006,winter,2001,MB603,90
10007,winter,2001,MB602,71
10007,summer,2001,MB608,74
10007,winter,2001,MB601,70
10007,spring,2001,MB605,71
10007,summer,2002,MB603,74
10007,fall,2002,MB607,90
10007,fall,2002,MB606,90
10007,spring,2002,MB604,75
10008,winter,2001,MB605,70
10008,fall,2000,MB601,87
10008,spring,2001,MB607,80
10008,summer,2000,MB608,70
10008,summer,2000,MB602,86
10008,winter,2001,MB606,67
10008,fall,2001,MB604,89
10008,spring,2000,MB603,74
10009,winter,2005,MB604,83
10009,spring,2005,MB605,77
10009,summer,2004,MB608,82
10009,winter,2004,MB607,89
10009,spring,2005,MB603,68
10009,fall,2005,MB601,76
10009,summer,2005,MB602,67
10009,fall,2005,MB606,83
10010,spring,2002,MB608,91
10010,summer,2002,MB604,79
10010,fall,2002,MB603,91
10010,fall,2003,MB607,71
10010,winter,2002,MB605,86
10010,spring,2002,MB601,70
10010,summer,2003,MB606,69
10010,winter,2003,MB602,90
10011,winter,2003,MB604,82
10011,winter,2003,MB608,73
10011,summer,2003,MB601,70
10011,fall,2003,MB607,89
10011,spring,2004,MB603,83
10011,fall,2004,MB602,91
10011,summer,2004,MB606,72
10011,spring,2003,MB605,71
10012,winter,2003,MB604,89
10012,winter,2003,MB606,73
10012,fall,2004,MB601,73
10012,spring,2003,MB608,67
10012,summer,2003,MB603,87
10012,fall,2003,MB602,81
10012,spring,2003,MB605,78
10012,summer,2004,MB607,83
10013,winter,2006,MB608,75
10013,fall,2006,MB604,75
10013,winter,2006,MB601,90
10013,summer,2007,MB603,86
10013,summer,2006,MB606,78
10013,spring,2006,MB607,67
10013,spring,2007,MB602,71
10013,fall,2006,MB605,88
10014,summer,2004,MB606,90
10014,spring,2004,MB602,69
10014,summer,2004,MB607,76
10014,fall,2004,MB603,73
10014,fall,2005,MB604,73
10014,spring,2005,MB608,91
10014,winter,2004,MB601,87
10014,winter,2005,MB605,70
10015,spring,1998,MB604,82
10015,winter,1999,MB607,80
10015,summer,1999,MB601,73
10015,fall,1999,MB605,70
10015,summer,1998,MB603,79
10015,spring,1998,MB602,68
10015,winter,1998,MB606,77
10015,fall,1998,MB608,80
10016,fall,2003,MB601,79
10016,spring,2002,MB602,83
10016,winter,2002,MB608,87
10016,fall,2002,MB605,71
10016,summer,2002,MB603,82
10016,summer,2003,MB607,84
10016,spring,2002,MB606,84
10016,winter,2003,MB604,83
10017,fall,2002,MB602,76
10017,spring,2002,MB604,86
10017,winter,2002,MB601,76
10017,fall,2002,MB605,67
10017,spring,2001,MB606,91
10017,summer,2001,MB603,69
10017,winter,2002,MB608,76
10017,summer,2002,MB607,67
10018,fall,2005,MB602,79
10018,spring,2005,MB603,78
10018,spring,2005,MB604,90
10018,winter,2004,MB608,87
10018,winter,2004,MB607,75
10018,summer,2005,MB606,71
10018,fall,2004,MB605,72
10018,summer,2005,MB601,86
10019,spring,1999,MB601,77
10019,spring,2000,MB607,75
10019,summer,2000,MB605,81
10019,winter,2000,MB606,76
10019,fall,1999,MB608,88
10019,fall,1999,MB603,69
10019,summer,1999,MB604,67
10019,winter,1999,MB602,76
10020,winter,2004,MB606,91
10020,summer,2004,MB605,88
10020,spring,2003,MB604,70
10020,fall,2003,MB601,67
10020,fall,2004,MB603,71
10020,summer,2003,MB602,79
10020,spring,2004,MB607,78
10020,winter,2003,MB608,91
10021,summer,1999,MB603,70
10021,spring,2000,MB604,84
10021,fall,2000,MB607,78
10021,winter,2000,MB606,74
10021,winter,2000,MB608,90
10021,summer,1999,MB605,88
10021,spring,2000,MB602,85
10021,fall,1999,MB601,69
10022,fall,2003,MB607,82
10022,winter,2002,MB602,83
10022,winter,2003,MB604,85
10022,summer,2002,MB605,71
10022,spring,2003,MB608,91
10022,spring,2003,MB603,69
10022,summer,2002,MB601,79
10022,fall,2002,MB606,87
10023,fall,2006,MB608,85
10023,winter,2007,MB601,86
10023,spring,2006,MB603,82
10023,winter,2007,MB605,76
10023,fall,2007,MB604,75
10023,spring,2006,MB607,86
10023,summer,2006,MB606,69
10023,summer,2007,MB602,91
10024,spring,2004,MB603,80
10024,summer,2003,MB605,84
10024,winter,2003,MB606,82
10024,winter,2004,MB602,89
10024,fall,2003,MB608,89
10024,fall,2004,MB604,70
10024,spring,2003,MB601,88
10024,summer,2003,MB607,84
10025,winter,2004,MB606,78
10025,summer,2005,MB605,89
10025,winter,2005,MB601,76
10025,fall,2005,MB603,71
10025,fall,2004,MB608,91
10025,spring,2005,MB607,85
10025,spring,2005,MB604,89
10025,summer,2004,MB602,73
10026,spring,2002,MB607,89
10026,winter,2001,MB606,76
10026,spring,2002,MB604,91
10026,winter,2002,MB601,90
10026,summer,2001,MB603,87
10026,summer,2001,MB602,88
10026,fall,2001,MB608,70
10026,fall,2002,MB605,89
10027,summer,2003,MB603,80
10027,spring,2003,MB606,68
10027,spring,2003,MB608,76
10027,summer,2003,MB604,73
10027,winter,2002,MB607,86
10027,fall,2003,MB601,76
10027,winter,2002,MB602,91
10027,fall,2003,MB605,80
10028,winter,2001,MB601,71
10028,spring,2000,MB603,71
10028,fall,2000,MB604,71
10028,winter,2000,MB608,78
10028,spring,2001,MB606,67
10028,summer,2000,MB607,83
10028,fall,2001,MB602,80
10028,summer,2001,MB605,87
10029,winter,2006,MB603,90
10029,summer,2006,MB608,87
10029,summer,2005,MB602,79
10029,fall,2005,MB607,77
10029,fall,2005,MB604,91
10029,spring,2005,MB605,85
10029,spring,2005,MB606,78
10029,winter,2005,MB601,74
10030,fall,2001,MB605,75
10030,winter,2000,MB602,75
10030,fall,2001,MB601,69
10030,summer,2001,MB603,81
10030,spring,2000,MB606,75
10030,spring,2000,MB607,74
10030,winter,2000,MB608,83
10030,summer,2001,MB604,79
10031,winter,2004,MB601,75
10031,spring,2004,MB602,83
10031,fall,2004,MB605,70
10031,fall,2005,MB606,70
10031,summer,2005,MB604,71
10031,summer,2004,MB603,89
10031,winter,2005,MB608,80
10031,spring,2005,MB607,67
10032,spring,2003,MB605,82
10032,fall,2002,MB601,74
10032,summer,2003,MB608,73
10032,summer,2003,MB607,67
10032,winter,2003,MB603,67
10032,spring,2002,MB604,79
10032,winter,2003,MB602,76
10032,fall,2003,MB606,67
10033,winter,2006,MB601,74
10033,spring,2005,MB602,87
10033,fall,2005,MB608,70
10033,summer,2006,MB605,75
10033,spring,2005,MB603,88
10033,summer,2005,MB606,68
10033,fall,2005,MB604,70
10033,winter,2005,MB607,84
10034,summer,2001,MB606,86
10034,winter,2002,MB604,85
10034,spring,2002,MB601,68
10034,spring,2001,MB607,88
10034,fall,2002,MB605,80
10034,fall,2002,MB602,73
10034,winter,2002,MB608,69
10034,summer,2002,MB603,73
10035,spring,2000,MB607,73
10035,fall,1999,MB608,87
10035,spring,2000,MB603,79
10035,fall,2000,MB604,72
10035,summer,1999,MB601,84
10035,summer,2000,MB602,69
10035,winter,2000,MB605,67
10035,winter,2000,MB606,71
10036,fall,2003,MB605,86
10036,spring,2003,MB603,82
10036,fall,2002,MB608,78
10036,summer,2002,MB604,76
10036,winter,2003,MB607,71
10036,spring,2003,MB602,69
10036,summer,2002,MB601,91
10036,winter,2002,MB606,85
10037,fall,2005,MB607,83
10037,spring,2006,MB602,78
10037,summer,2005,MB603,68
10037,summer,2006,MB601,91
10037,fall,2005,MB605,88
10037,winter,2005,MB604,71
10037,winter,2005,MB608,68
10037,spring,2006,MB606,70
10038,summer,2002,MB606,70
10038,winter,2001,MB601,83
10038,spring,2001,MB602,67
10038,winter,2002,MB608,75
10038,summer,2002,MB607,69
10038,fall,2001,MB604,78
10038,fall,2001,MB605,89
10038,spring,2002,MB603,75
10039,fall,2005,MB604,81
10039,spring,2006,MB605,91
10039,winter,2005,MB608,78
10039,winter,2006,MB603,89
10039,fall,2005,MB602,70
10039,summer,2005,MB601,88
10039,spring,2006,MB606,86
10039,summer,2006,MB607,80
10040,fall,2003,MB605,77
10040,summer,2003,MB602,80
10040,spring,2003,MB607,82
10040,summer,2003,MB608,83
10040,fall,2003,MB603,75
10040,winter,2002,MB604,70
10040,spring,2003,MB606,90
10040,winter,2002,MB601,89
